title,description_x,release_year,runtime,imdb_id,imdb_score,imdb_votes,show_id,type,director,cast,country,date_added,age_certification,num_releases,listed_in,description_y,num_listed_in,first_cast,cast_freq_mean,genre_freq_mean
Legend of the Guardians: The Owls of Ga'Hoole,Soren young barn owl be kidnap by owl of St. Aggie 's ostensibly orphanage where owlet be brainwash into become soldier He and his new friend escape to island of Ga'Hoole to assist it noble wise owl who fight army be create by wicked ruler of St. Aggie 's film be base on first three book in series,2010,100,tt1219342,6.9,82623,s7283,Movie,Zack Snyder,"Helen Mirren, Geoffrey Rush, Jim Sturgess, Hugo Weaving, Emily Barclay, Abbie Cornish, Ryan Kwanten, Anthony LaPaglia, Miriam Margolyes, Sam Neill","United States, Australia","January 1, 2020",PG,1,Children & Family Movies,"Soren, a barn owl kidnapped from his peaceful forest home, is brought to an orphanage where he must train to become a soldier.",1,Helen Mirren,6.3,521.0
Good Luck Chuck,Cursed since childhood dentist Charlie Logan can not find right woman Even bad he learn that of his ex-girlfriends find true love with man she meet after her relationship with him end Hearing of Charlie 's reputation a good-luck charm woman from over line up for quick tryst But when Charlie meet woman of his dream he must find way to break curse or risk lose her to next man she meet,2007,101,tt0452625,5.6,89755,s338,Movie,Mark Helfrich,"Dane Cook, Jessica Alba, Dan Fogler, Ellia English, Sasha Pieterse, Annie Wood, Lonny Ross, Chelan Simmons, Simone Bailly, Jodelle Ferland, Crystal Lowe, Troy Gentile, Georgia Craig, Michelle Harrison, Chiara Zanni","United States, Canada","August 1, 2021",R,1,"Comedies, Romantic Movies","Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.",2,Dane Cook,3.1333333333333333,1078.5
Death at a Funeral,Aaron 's father 's funeral be today at family home and everything go wrong funeral home delivers wrong body his cousin accidentally drug her fiancé and Aaron 's successful young brother Ryan fly in from New York break but arrogant To top it off mysterious stranger want word with Aaron,2010,92,tt1321509,5.6,49599,s6584,Movie,Neil LaBute,"Chris Rock, Martin Lawrence, Tracy Morgan, Danny Glover, James Marsden, Luke Wilson, Zoe Saldana, Regina Hall, Columbus Short, Peter Dinklage, Kevin Hart, Loretta Devine, Regine Nehy, Keith David, Ron Glass",United States,"August 1, 2020",R,1,Comedies,"When a Los Angeles family's patriarch dies, his dutiful eldest son plans the funeral – which becomes a fiasco thanks to a colorful cast of attendees.",1,Chris Rock,9.0,1574.0
Angel Beats!,Angel Beats take place in afterlife and focus on Otonashi boy who lose his memory of his life after die He be enrol into afterlife school and meet girl name Yuri who invite him to join Afterlife Battlefront â€ ” organization she lead fight against God Battlefront fight against student council president Angel girl with supernatural power,2010,26,tt1639109,7.7,13848,s3664,TV Show,Unknown,"Hiroshi Kamiya, Harumi Sakurai, Kana Hanazawa, Eri Kitamura, Ryohei Kimura, Takahiro Mizushima, Shun Takagi, Fuko Saito, Yui Makino, Hiro Masuda, Michael Rivas, Eiichiro Tokumoto, Yumiko Kobayashi, Hiroki Touchi, Miyuki Sawashiro, Chie Matsuura, Kana Asumi, Emiri Kato",Japan,"July 15, 2019",TV-PG,1,"Anime Series, International TV Shows","In a high school that's a way station to the afterlife, a teenager gets caught up in the battle for the rights of those in this purgatorial world.",2,Hiroshi Kamiya,5.277777777777778,599.5
Ip Man 2,Having defeat best fighter of Imperial Japanese army in occupied Shanghai Ip Man and his family settle in post-war Hong Kong Struggling to make living Master Ip open kung fu school to bring his celebrated art of Wing Chun to troubled youth of Hong Kong His grow reputation soon brings challenge from powerful enemy include pre-eminent Hung Gar master Hung Quan,2010,108,tt1386932,7.5,103673,s5875,Movie,Wilson Yip,"Donnie Yen, Sammo Kam-Bo Hung, Huang Xiaoming, Simon Yam, Lynn Hung, Kanin Ngo, Kent Cheng, Darren Shahlavi, Louis Fan, Calvin Ka-Sing Cheng","Hong Kong, China","January 15, 2016",R,1,"Action & Adventure, International Movies","New in Hong Kong, martial arts instructor Ip Man perseveres and retaliates against his rivals' opposition to the Wing Chun fighting style he teaches.",2,Donnie Yen,3.5,1601.5
The Legend of Bruce Lee,story of legendary martial art icon Bruce Lee follow him from Hong Kong to America and back again lead up to his tragic death at age of 32,2008,45,tt1059455,7.0,1422,s5387,TV Show,Unknown,"Danny Chan, Michelle Lang, Ted Duran, Hazen MacIntyre, Luoyong Wang, Natalia Dzyublo, Traci Ann Wolfe, Ke Gai, Zhou Zhou, Yu Chenghui",China,"July 7, 2017",TV-14,1,"International TV Shows, TV Action & Adventure, TV Dramas","The brief but spectacular career of martial arts superstar Bruce Lee is recounted in this drama, starring Danny Chan as the enigmatic and driven Lee.",3,Danny Chan,1.2,618.6666666666666
Ouran High School Host Club,Ouran High be school for extremely wealthy or in Haruhi 's case extremely talented But amount of talent will help when Haruhi accidentally drop eight million yen vase in music room vase be property of Ouran High School Host Club group of attractive young men who for fee provide their time and affection for their lovesick clientele female student Fascinated by strange new specimen poor and clumsy commoner they force Haruhi to work for them until debt be repay but they get lot more than they bargain for,2006,23,tt0816397,8.199999999999998,9763,s804,TV Show,Takuya Igarashi,"Maaya Sakamoto, Mamoru Miyano, Masaya Matsukaze, Kenichi Suzumura, Keisuke Oda, Ayaka Saito, Daisuke Kirii",Japan,"June 2, 2021",TV-PG,1,"Anime Series, Romantic TV Shows, Teen TV Shows","New student Haruhi stumbles on the Ouran High School Host Club, an all-male group that makes money by entertaining the girls of the school.",3,Maaya Sakamoto,5.857142857142857,170.0
Felon,family man convict of kill intruder must cope with life afterward in violent penal system,2008,103,tt1117385,7.4,78039,s792,Movie,Ric Roman Waugh,"Stephen Dorff, Val Kilmer, Harold Perrineau, Marisol Nichols, Anne Archer, Nick Chinlund, Nate Parker, Johnny Lewis, Sam Shepard, Jake Walker, Joey Villasenor, Antonio Leyba, Mike Seal, Richard Caruso, Kevin Wiggins, Larnell Stovall, Mara Holguin, Elton Walker, Brittany Perrineau, Esodie Geiger, Jermaine Washington, Greg Serano, Brian Keith Gamble, Mark Sivertsen, Carrie Fleming, Adam Taylor, Chris Browning, John Koyama, Shawn Prince, Christopher Dempsey, Cynthia Ruffin",United States,"June 2, 2021",R,1,"Action & Adventure, Dramas","After killing a burglar while trying to protect his family, regular guy Wade is convicted of involuntary manslaughter and thrown into prison.",2,Stephen Dorff,1.935483870967742,1560.5
The Ultimatum,Ultimatum be Singaporean Chinese drama be telecast on Singapore 's free-to-air channel MediaCorp Channel 8 It make it debut on 27 May 2009 and end on date 7 July 2009 drama serial consist of 30 episode and be screen on weekday night at 9:00 pm Being mid-year Channel 8 blockbuster of 2009 it be first Channel 8 drama to be fully film in HD Despite be tout a 2009 blockbuster of year and feature many establish actor and actress like Zoe Tay Li Nanxing and Fann Wong show 's reception be lukewarm at best Many viewer fault serial for improbable casting and for lack of originality in certain part of scripting series also come under harsh criticism for be overly melodramatic However performance of newcomer such a Jerry Yeo who play antagonist for first time be widely praise,2009,44,tt1682704,5.4,6,s5406,TV Show,Unknown,"Zoe Tay, Fann Wong, Li Nanxing, Tay Ping Hui, Elvin Ng, Felicia Chin, Jerry Yeo",Singapore,"July 1, 2017",TV-14,1,"International TV Shows, TV Dramas","Love and intrigue swirl around two women – one a champion of human rights, the other an ambitious businesswoman – who were switched at birth.",2,Zoe Tay,2.2857142857142856,852.5
Stuart Little 2,Stuart adorable white mouse still live happily with his adoptive family Littles on east side of Manhattan 's Central Park More crazy mouse adventure be in store a Stuart his human brother George and their mischievous cat Snowbell set out to rescue friend,2002,78,tt0243585,5.5,53746,s8111,Movie,Rob Minkoff,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn",United States,"January 1, 2020",PG,1,"Children & Family Movies, Comedies","Zany misadventures are in store as lovable city mouse Stuart and his human brother, George, raise the roof in this sequel to the 1999 blockbuster.",2,Michael J. Fox,4.5,1047.5
Iris,Two friend member of South Korean military be recruit by secret black ops agency,2009,61,tt1399791,7.8,1951,s2519,TV Show,Unknown,"Lee Byung-hun, Kim Tae-hee, Jeong Jun-ho, Kim Young-chul, Kim Seung-woo, Kim So-yeon, Yun Ju-sang, Lee Jeong-kil",South Korea,"May 16, 2020",TV-14,1,"International TV Shows, Korean TV Shows, TV Action & Adventure",Two friends' lives are changed forever when they are recruited by a top-secret organization tasked with protecting the country from foreign threats.,3,Lee Byung-hun,1.5,444.0
Initial D,After win his first competition Takumi focus his attention on drift racing sport he have unknowingly perfect while deliver tofu in his father 's Toyota AE86,2005,107,tt0439630,6.3,8536,s152,Movie,"Andrew Lau Wai-keung, Alan Mak","Jay Chou, Anne Suzuki, Edison Chen, Anthony Wong Chau-sang, Shawn Yue, Chapman To, Jordan Chan, Kenny Bee","China, Hong Kong","September 1, 2021",TV-14,1,"Action & Adventure, International Movies","By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.",2,Jay Chou,3.25,1601.5
Christmas with the Kranks,When their only daughter Blair leave family nest Luther and Nora Krank decide to book island cruise to beat yuletide blue and just skip holiday But their decision to boycott tradition have whole neighborhood in uproar and when Blair call son Christmas Eve to announce surprise visit with her new fiancée Kranks have just twelve hour to perform miracle and pull themselves and their neighbor together to throw best celebration ever,2004,99,tt0388419,5.4,49090,s6481,Movie,Joe Roth,"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, Erik Per Sullivan, Cheech Marin, Jake Busey, M. Emmet Walsh, Kevin Chamberlin, Elizabeth Franz, René Lavan",United States,"January 1, 2019",PG,1,"Children & Family Movies, Comedies",When Luther Krank and his wife opt to skip Christmas – no tree and no rooftop Frosty – can they handle the fallout from their family and neighbors?,2,Tim Allen,2.9,1047.5
Vampire Knight,Yuki Cross along with her best friend Zero attempt to keep peace between human and vampire at Cross Academy but personal issue soon threaten situation,2008,25,tt1209393,7.3,5172,s5754,TV Show,Unknown,"Daisuke Kishio, Ezra Weisz, Mamoru Miyano, Vic Mignogna, Yui Horie, Mela Lee, Risa Mizuno, Stephanie Sheh, Junichi Suwabe, Troy Baker, Jun Fukuyama, Bryce Papenbrook, Mai Nakahara, Laura Bailey, Soichiro Hoshi, Steve Staley, Susumu Chiba, Spike Spencer, Hiroki Yasumoto, Travis Willingham, Fumiko Orikasa, Wendee Lee",Japan,"October 15, 2016",TV-14,2,"Anime Series, International TV Shows, Romantic TV Shows","At Cross Academy, two student disciplinary committee members are tasked with keeping the peace between a human class and a night class of vampires.",3,Daisuke Kishio,7.363636363636363,498.0
Even the Rain,As director and his crew shoot controversial film about Christopher Columbus in Cochabamba Bolivia local people rise up against plan to privatize water supply,2010,104,tt1422032,7.4,13446,s5955,Movie,Icíar Bollaín,"Luis Tosar, Gael García Bernal, Juan Carlos Aduviri, Karra Elejalde, Raúl Arévalo, Carlos Santos, Cassandra Ciangherotti, Milena Soliz, Leónidas Chiri, Vicente Romero, Daniel Currás, Pau Cólera","Spain, Mexico, France","May 17, 2011",TV-MA,1,"Dramas, International Movies","While making a film about the incursion of Christopher Columbus in the New World, a director finds the Bolivian locals protesting modern exploitation.",2,Luis Tosar,4.0,2351.0
Kabhi Khushi Kabhie Gham,Rahul adoptive son of business magnate Yash Raichand feel eternal gratitude to his father for rescue him from life of poverty Yet when Yash forbid his love of poor Anjali Rahul marry her and move to London with new wife and sister-in-law break heart of his mother Ten year late Rahul 's young brother come to London intent on broker peace between father and son,2001,210,tt0248126,7.4,48818,s2732,Movie,Karan Johar,"Amitabh Bachchan, Jaya Bhaduri, Shah Rukh Khan, Kajol, Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Farida Jalal, Himani Shivpuri, Alok Nath",India,"April 1, 2020",TV-14,1,"Dramas, International Movies","Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.",2,Amitabh Bachchan,14.7,2351.0
Trailer Park Boys: The Movie,Set in separate storyline not relate to Trailer Park Boys Television show but with same lovable character boy get arrest for rob ATM machine and spend 18 month in jail When get out they decide to pull off Big Dirty be to steal large amount of coin because they be untraceable and quit their life of crime forever,2006,95,tt0425601,7.1,12831,s4967,Movie,Mike Clattenburg,"Robb Wells, John Paul Tremblay, Mike Smith, Lucy Decoutere, Lydia Lawson-Baird, Cory Bowles, Michael Jackson, Gord Downie, Alex Lifeson, Gerry Dee, Glen Grant, Eugene Clark, Barrie Dunn, John Dunsworth, Patrick Roach",Canada,"March 30, 2018",R,1,"Comedies, Cult Movies","In this feature-length adventure, Ricky, Julian and Bubbles – just out of jail – plan the lamest scheme yet: to get rich by stealing tons of change.",2,Robb Wells,5.466666666666667,821.5
